state	chamber	forecastyear	forecastmonth	forecastday	source	electionyear	jacobsonforecast	jacobsonforecastnumeric	note
"South Dakota"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"South Dakota"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Tennessee"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Tennessee"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Texas"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Texas"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Utah"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Utah"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Vermont"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe D"	"7"	""
"Vermont"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe D"	"7"	""
"Virginia"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"NO ELECTIONS"	""	""
"Virginia"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"NO ELECTIONS"	""	""
"Washington"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Lean R"	"3"	""
"Washington"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Likely D"	"6"	""
"West Virginia"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Likely D"	"6"	""
"West Virginia"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Toss-up"	"4"	""
"Wisconsin"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Lean R"	"3"	""
"Wisconsin"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Wyoming"	"senate"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Wyoming"	"house"	2014.0	6.0	23.0	"http://www.governing.com/topics/politics/gov-2014-state-legislative-races-democrats-play-defense.html"	2014.0	"Safe R"	"1"	""
"Alabama"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Alabama"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Alaska"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely R"	"2"	""
"Alaska"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Arizona"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely R"	"2"	""
"Arizona"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely R"	"2"	""
"Arkansas"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Arkansas"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean R"	"3"	""
"California"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"California"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Colorado"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Toss-up"	"4"	""
"Colorado"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean D"	"5"	""
"Connecticut"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Connecticut"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Delaware"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Delaware"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Florida"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Florida"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Georgia"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Georgia"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Hawaii"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Hawaii"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Idaho"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Idaho"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Illinois"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Illinois"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Indiana"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Indiana"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Iowa"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Toss-up"	"4"	""
"Iowa"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean R"	"3"	""
"Kansas"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"Kansas"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Kentucky"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Kentucky"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Toss-up"	"4"	""
"Louisiana"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"Louisiana"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"Maine"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean D"	"5"	""
"Maine"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely D"	"6"	""
"Maryland"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Maryland"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Massachusetts"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Massachusetts"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Michigan"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Michigan"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean R"	"3"	""
"Minnesota"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"Minnesota"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Toss-up"	"4"	""
"Mississippi"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"Mississippi"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"Missouri"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Missouri"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Montana"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely R"	"2"	""
"Montana"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Nebraska"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Non-partisan"	""	""
"Nebraska"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Unicameral legislature"	""	""
"Nevada"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Toss-up"	"4"	""
"Nevada"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely D"	"6"	""
"New Hampshire"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean R"	"3"	""
"New Hampshire"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean R"	"3"	""
"New Jersey"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"New Jersey"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"New Mexico"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"New Mexico"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Toss-up"	"4"	""
"New York"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Toss-up"	"4"	""
"New York"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"North Carolina"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely R"	"2"	""
"North Carolina"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely R"	"2"	""
"North Dakota"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"North Dakota"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Ohio"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Ohio"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Oklahoma"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Oklahoma"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Oregon"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean D"	"5"	""
"Oregon"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely D"	"6"	""
"Pennsylvania"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely R"	"2"	""
"Pennsylvania"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely R"	"2"	""
"Rhode Island"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Rhode Island"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"South Carolina"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"South Carolina"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"South Dakota"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"South Dakota"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Tennessee"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Tennessee"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Texas"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Texas"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Utah"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Utah"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Vermont"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Vermont"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe D"	"7"	""
"Virginia"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"Virginia"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"NO ELECTIONS"	""	""
"Washington"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean R"	"3"	""
"Washington"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely D"	"6"	""
"West Virginia"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Likely D"	"6"	""
"West Virginia"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Toss-up"	"4"	""
"Wisconsin"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Lean R"	"3"	""
"Wisconsin"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Wyoming"	"senate"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Wyoming"	"house"	2014.0	10.0	22.0	"http://www.governing.com/topics/elections/gov-legislative-handicapping-update-late-october.html"	2014.0	"Safe R"	"1"	""
"Alabama"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Alabama"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Alaska"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Likely R"	"2"	""
"Alaska"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Arizona"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Likely R"	"2"	""
"Arizona"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Likely R"	"2"	""
"Arkansas"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Arkansas"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Lean R"	"3"	""
"California"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"California"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Colorado"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Toss-up"	"4"	""
"Colorado"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Lean D"	"5"	""
"Connecticut"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Likely D"	"6"	""
"Connecticut"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Delaware"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Delaware"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Florida"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Florida"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Georgia"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Georgia"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Hawaii"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Hawaii"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Idaho"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Idaho"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Illinois"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Illinois"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Indiana"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Indiana"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Iowa"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Toss-up"	"4"	""
"Iowa"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Lean R"	"3"	""
"Kansas"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"NO ELECTIONS"	""	""
"Kansas"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Kentucky"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Kentucky"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Toss-up"	"4"	""
"Louisiana"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"NO ELECTIONS"	""	""
"Louisiana"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"NO ELECTIONS"	""	""
"Maine"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Lean D"	"5"	""
"Maine"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Likely D"	"6"	""
"Maryland"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Maryland"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Massachusetts"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Massachusetts"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe D"	"7"	""
"Michigan"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Michigan"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Lean R"	"3"	""
"Minnesota"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"NO ELECTIONS"	""	""
"Minnesota"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Toss-up"	"4"	""
"Mississippi"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"NO ELECTIONS"	""	""
"Mississippi"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"NO ELECTIONS"	""	""
"Missouri"	"senate"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
"Missouri"	"house"	2014.0	10.0	30.0	"http://www.governing.com/topics/politics/gov-ratings-roundup-2014-statewide-elections.html"	2014.0	"Safe R"	"1"	""
