CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS
H2OR06058,"NOBLE, RON",O,2,REP,144449.52,0,142948.22,0,0,1501.3,0,0,0,0,0,9874.07,144449.52,OR,06,,,,,,0,0,09/30/2022,27400,0
H2OR06116,"BUNN, JAMES (JIM)",O,2,REP,27074,0,27074,0,0,0,200,0,5000,0,923.83,0,21874,OR,06,,,,,,0,0,08/03/2022,0,0
H2OR06124,"ERICKSON, MIKE",O,2,REP,2207103.97,137808.57,2177994.77,64329.76,0,29109.2,7908,1320500,0,0,0,1320500,662862.4,OR,06,,,,,,73025,5000,09/30/2022,14.04,0
H2PA00034,"BURTON, DANIEL LEROY JR",C,2,REP,55995.27,0,53824.44,0,0,2170.83,0,24512.17,0,0,0,24512.17,31483.1,PA,00,,,,,,0,0,09/30/2022,2900,0
H0PA01325,"FINELLO, CHRISTINA",C,1,DEM,160519.72,711.59,59893.57,0,7065.8,107691.95,0,0,0,0,0,0,0,PA,01,,,,,,1000,0,09/30/2022,-62,0
H0PA01333,"HURWITZ, SKYLAR",C,1,DEM,1043.06,0,1120.25,0,165.59,88.4,1043.06,0,0,0,0,0,0,PA,01,,,,,,0,0,03/31/2021,0,0
H2PA01099,"EHASZ, ASHLEY",C,1,DEM,807454.6,0,630355.75,0,0,177098.85,0,0,0,0,0,0,772377.61,PA,01,,,,,,34900,0,09/30/2022,1243,0
H2PA01107,"FERMO, PAUL",C,1,DEM,143017.54,0,143017.54,0,0,0,8982.95,0,0,0,0,0,130314.22,PA,01,,,,,,0,0,04/30/2022,18790,0
H0PA01317,"MEEHAN, ANDREW",C,2,REP,0,0,0,0,-9674.17,-9674.17,0,0,0,0,0,200,0,PA,01,,,,,,0,0,08/10/2021,0,0
H0PA05094,"PRUETT, DASHA",C,2,REP,2440.7,0,14302.23,0,22709.16,10847.63,0,0,0,0,0,0,2440.7,PA,01,,,,,,0,0,09/30/2022,0,0
H2PA01149,"ENTIN, ALEX",C,2,REP,19577.06,0,19577.06,0,0,0,0,4000,0,2397.11,0,0,14751.25,PA,01,,,,,,825.81,0,06/30/2022,0,0
H6PA08277,"FITZPATRICK, BRIAN",I,2,REP,4123022.04,335890.37,2952157.32,4600.85,48324.6,1219189.32,0,0,0,0,0,24750,1867188.52,PA,01,,,,,,1833900,5000,09/30/2022,43866.4,7000
H2PA01123,"AVERY, CAROLINE",C,3,LIB,8375.67,0,7218.65,0,0,1155.93,10,0,0,0,0,0,4269.61,PA,01,,,,,,0,4096.06,09/30/2022,0,0
H4PA13199,"BOYLE, BRENDAN F",I,1,DEM,1423487.64,0,635021.38,125000,1468741.37,2257207.63,0,0,0,0,0,0,555357.38,PA,02,,,,,,1067499.56,5400,09/30/2022,8310,8500
H2PA03129,"HUNT, ALEXANDRA",C,1,DEM,731952.22,0,731953.11,0,0,0,37436.04,260,0,260,0,0,693432.63,PA,03,,,,,,800,0,07/20/2022,9637.57,0
H2PA03137,"RODILL, AUSTIN MR.",C,1,DEM,2986,0,64.47,0,0,0,0,0,0,0,0,0,2986,PA,03,,,,,,0,0,10/17/2021,0,0
H2PA03145,"COGBILL, MICHAEL",C,1,DEM,1210,0,7900,0,250,492,800,0,0,0,0,2763.94,510,PA,03,,,,,,0,0,03/31/2022,0,0
H6PA02171,"EVANS, DWIGHT",I,1,DEM,1086506.69,0,1072202.97,0,182602.32,196906.04,0,0,0,0,0,0,380847.26,PA,03,,,,,,702252,0,09/30/2022,-1011,450
H4PA21051,"ENGLISH, PHILIP S.",I,2,REP,0,0,383.93,0,383.93,0,0,0,0,0,0,0,0,PA,03,,,,,,0,0,04/11/2022,0,0
H8PA04116,"DEAN, MADELEINE",I,1,DEM,1831408.47,2401.25,1223927.09,0,574594.01,1182075.39,0,0,0,78157.52,0,0,923991.18,PA,04,,,,,,886450,5000,09/30/2022,12168.5,0
H0PA04279,"BARNETTE, KATHY",C,2,REP,2620335.83,0,2463931.69,0,115749,272153.14,33,0,0,0,0,19592.17,2555995.35,PA,04,,,,,,30150,0,09/30/2022,162102.13,5100
H2PA04226,"NASCIMENTO, CHRISTIAN",C,2,REP,209982.25,2900,137124.69,500,0,72857.56,500,0,0,0,0,0,193032.78,PA,04,,,,,,12125,1424.47,09/30/2022,0,0
H8PA15286,"DAVID, DAN",O,2,REP,900,0,1124.45,0,224.45,0,0,0,0,0,0,0,900,PA,04,,,,,,0,0,03/11/2022,0,0
H0PA04287,"TARSHISH, JOE MR.",C,3,IND,0,0,300.46,0,300.46,0,0,0,0,0,0,31199.54,0,PA,04,,,,,,0,0,09/30/2022,0,0
H0PA05086,"LANNI, LOU",C,1,DEM,562600,0,562600,0,0,0,0,561600,0,503342.48,0,0,0,PA,05,,,,,,1000,0,07/15/2022,0,0
H6PA07113,"LI, LINDY",C,1,DEM,0,0,3500,0,32125.78,28625.78,0,0,0,0,0,0,0,PA,05,,,,,,0,0,09/30/2022,0,0
H8PA05246,"WERTIME, DAVID",C,1,DEM,0,0,763.2,0,28607.36,27844.16,0,0,0,0,0,0,0,PA,05,,,,,,0,0,09/30/2022,0,0
H8PA07200,"SCANLON, MARY GAY",I,1,DEM,1443929.75,0,1046831.86,0,218678.96,615776.85,0,0,0,0,0,250000,852718.97,PA,05,,,,,,581750.69,5000,09/30/2022,4410,500
H0PA05102,"JORDAN, ROBERT",C,2,REP,0,0,1949.33,0,1949.33,0,0,0,0,0,0,0,0,PA,05,,,,,,0,0,12/31/2021,0,0
H2PA05074,"GALLUCH, DAVID",C,2,REP,572033.76,0,335659.67,0,0,236374.09,2012.79,0,0,0,0,0,539170.97,PA,05,,,,,,25850,5000,09/30/2022,1050,0
H8PA06087,"HOULAHAN, CHRISSY",I,1,DEM,4454396.11,369056.49,1800614.92,0,3109256.64,5763037.83,0,0,0,0,0,0,2792752.52,PA,06,,,,,,1266050,11635.6,09/30/2022,29081.43,0
H0PA06076,"COSTELLO, RYAN A",I,2,REP,-209392.93,0,120601.95,0,493433.71,163438.83,0,0,0,0,0,0,0,PA,06,,,,,,0,0,09/30/2022,0,0
H0PA06167,"EMMONS, JOHN MR.",C,2,REP,-3.2,0,7465.63,0,7468.83,0,0,0,0,0,0,0,-3.2,PA,06,,,,,,0,0,03/31/2021,0,0
H2PA06155,"KENNEDY, ROBERT JAMES III",C,2,REP,66168,0,63777.88,0,0,2390.12,100,55000,0,18000,0,37000,11068,PA,06,,,,,,0,0,09/30/2022,250,0
H2PA06163,"FANELLI, STEVE",C,2,REP,937221.66,0,937221.66,0,0,0,54.28,645000,0,546059.41,0,0,289660.89,PA,06,,,,,,1250,0,06/30/2022,28750,0
H2PA06171,"VOGEL, RON",C,2,REP,299950.21,0,299950.21,0,0,0,1055,250000,0,244629,0,0,48364.66,PA,06,,,,,,0,0,07/13/2022,3200,0
H2PA06189,"MAURO, REGINA",C,2,REP,59275.18,0,59275.18,0,0,0,11212.78,27000,0,472.62,0,28434.48,11962.4,PA,06,,,,,,9100,0,06/30/2022,0,2000
H2PA06197,"CIARROCCHI, GUY",C,2,REP,803099.51,0,660591.11,1329.59,0,142508.4,25000,0,0,0,0,0,563574.81,PA,06,,,,,,167596.6,5500,09/30/2022,10702.16,1000
H8PA15187,"EDWARDS, GREG",O,1,DEM,0,0,21251.42,0,26460.35,5208.93,0,0,0,0,0,0,0,PA,07,,,,,,0,0,01/10/2022,0,0
H8PA15229,"WILD, SUSAN",I,1,DEM,5842215.62,296698.93,4341569.73,0,78696.36,1579342.25,0,0,0,18300,0,0,4446251.69,PA,07,,,,,,1082565.25,14147.82,09/30/2022,46780.44,3100
H0PA07074,"WELCH, STEVEN D",O,2,REP,0,0,0,0,26.11,26.11,0,0,0,0,0,250000,0,PA,07,,,,,,0,0,09/30/2022,0,0
H0PA07082,"MEEHAN, PATRICK L. MR",I,2,REP,-600000,-600000,0,0,0,0,0,0,0,0,0,0,0,PA,07,,,,,,0,0,12/31/2021,0,0
H0PA07132,"SCHELLER, LISA",C,2,REP,3180642.71,129512.51,2717161.78,3000,80580.36,544061.29,0,610000,0,0,0,860000,1999346.98,PA,07,,,,,,377125,5000,09/30/2022,31775.11,0
H2PA07096,"DELLICKER, KEVIN",C,2,REP,233027.19,0,230249.95,0,0,2777.24,12008.59,71800,0,0,0,71800,143218.6,PA,07,,,,,,6000,0,09/30/2022,100,0
H8PA15195,"MACKENZIE, RYAN EDWARD",C,2,REP,0,0,75952.98,0,75952.98,0,0,0,0,0,0,0,0,PA,07,,,,,,0,0,10/10/2022,-3250,0
H8PA15260,"BROWNING, DEAN NAPIER",C,2,REP,0,0,0,0,2503.66,2503.66,0,0,0,0,0,395000,0,PA,07,,,,,,0,0,06/30/2021,0,0
H2PA08110,"LANZARO-FISHER, JON",C,1,DEM,30102.13,0,30102.13,0,0,0,0,0,1543,0,0,0,28559.13,PA,08,,,,,,0,0,03/31/2022,0,0
H2PA17079,"CARTWRIGHT, MATTHEW A.",I,1,DEM,4663322.22,264278.09,3570474.66,0,170865.56,1263713.12,0,0,0,0,0,242800,3033097.74,PA,08,,,,,,1352365.11,11037.67,09/30/2022,54378.79,2000
H0PA08197,"DANIELS, TEDDY",C,2,REP,589053.3,0,619710.52,0,30657.22,0,0,0,0,26116.92,0,0,585025.75,PA,08,,,,,,0,0,06/30/2022,17441,0
H0PA08221,"BOGNET, JIM",C,2,REP,2144583.02,132861.26,1586751.25,0,133486.9,691318.67,2660.5,10500,0,0,0,34525,1507237.2,PA,08,,,,,,467863.08,5000,09/30/2022,600,3000
H6PA11073,"MARSICANO, MICHAEL",C,2,REP,748925,0,748745.49,0,0,179.51,221000,525100,0,1900,0,523200,2825,PA,08,,,,,,0,0,09/30/2022,0,0
H8PA17050,"CHRIN, JOHN R",C,2,REP,0,0,0,0,1483.55,1483.55,0,0,0,0,0,468700,0,PA,08,,,,,,0,0,09/30/2022,0,0
H2PA09126,"WALDMAN, AMANDA",C,1,DEM,22589.82,0,18104.78,0,130,4615.04,0,0,0,0,0,0,16339.82,PA,09,,,,,,2000,3750,09/30/2022,0,0
H6PA16338,"WEGMAN, GARY",C,1,DEM,16001.13,0,17601.29,0,1600.16,0,0,15910,0,0,0,139592.6,91.13,PA,09,,,,,,0,0,03/28/2022,0,0
H0PA12181,"KELLER, FRED",I,2,REP,705687.51,40574.16,749293.04,0,475779.18,432173.65,3520.05,0,0,0,0,0,589386.87,PA,09,,,,,,67250,500,09/30/2022,64964.13,2000
H8PA10147,"MEUSER, DANIEL",I,2,REP,867678.36,0,921312.59,0,140609.54,86975.31,0,0,0,0,0,0,582775.55,PA,09,,,,,,279131,0,09/30/2022,5530.82,2900
H0PA10102,"BRIER, THOMAS F JR",C,1,DEM,0,0,0,0,0,0,0,0,0,0,0,0,0,PA,10,,,,,,0,0,08/30/2021,0,0
H0PA10110,"DEPASQUALE, EUGENE",C,1,DEM,263177.98,1183.71,252678.28,0,7896.34,18396.04,0,0,0,0,0,94393.5,192174,PA,10,,,,,,8116.4,0,09/30/2022,350,0
H2PA10116,"COPLEN, RICK",C,1,DEM,34165.49,0,34165.49,0,0,0,1900,0,0,0,0,0,31909,PA,10,,,,,,100,0,06/30/2022,0,0
H2PA10124,"DANIELS, SHAMAINE MS",C,1,DEM,307906.05,0,150639.91,0,0,157266.14,40,0,0,0,0,0,294713.69,PA,10,,,,,,11750,1400,09/30/2022,25,0
H2PA04135,"PERRY, SCOTT",I,2,REP,2573348,156743.69,1590235.54,0,169199.7,1150812.16,0,0,0,0,0,119566.57,2228690.46,PA,10,,,,,,186259.27,0,09/30/2022,43942,0
H2PA10108,"ALLEN, BRIAN",C,2,REP,7075,0,2944.04,0,191.2,4322.16,1230,0,0,0,0,0,5845,PA,10,,,,,,0,0,09/30/2022,0,0
H0PA11183,"HAMMOND, SARAH",C,1,DEM,8.37,0,5507.67,557.2,5286.74,0,0,0,0,0,0,262.88,0,PA,11,,,,,,0,0,03/18/2022,0,0
H2PA11114,"HOLLISTER, ROBERT MICHAEL III",C,1,DEM,246675.82,7129,148609.32,2898.16,0,98316.5,0,0,0,0,0,0,230446.82,PA,11,,,,,,7000,2100,09/30/2022,0,0
H8PA16078,"KING, JESSICA",O,1,DEM,210.41,0,210.41,0,0,0,0,210.41,0,0,0,0,0,PA,11,,,,,,0,0,09/30/2022,0,0
H6PA16320,"SMUCKER, LLOYD K.",I,2,REP,1415068.96,300925.51,833478.45,0,696775,1278365.51,0,0,0,0,0,49208.78,435498.45,PA,11,,,,,,678645,0,09/30/2022,7800,250
H8PA11111,"BEILER, CHET",O,2,REP,0,0,250,0,948.91,698.91,0,0,0,0,0,250000,0,PA,11,,,,,,0,0,09/30/2022,0,0
H0PA12199,"GRIFFIN, LEE",C,1,DEM,0,0,1278.7,0,1278.7,0,0,0,0,0,0,0,0,PA,12,,,,,,0,0,01/01/2022,0,0
H0PA18097,"DICKINSON, GERALD",O,1,DEM,768432.18,0,769790.87,0,3207.89,1849.2,3000,0,0,0,0,45350,765214.22,PA,12,,,,,,0,0,09/30/2022,0,0
H2PA18200,"LEE, SUMMER",O,1,DEM,1290972.44,7741.53,1106322.41,0,0,184650.03,0,0,0,0,0,0,1093219.48,PA,12,,,,,,172670.65,0,09/30/2022,5043.24,0
H2PA18218,"IRWIN, STEVEN",O,1,DEM,1676970.55,0,1658513.41,0,0,18457.14,44.92,0,0,0,0,0,1552869.12,PA,12,,,,,,88457.23,0,09/30/2022,65580,0
H2PA18259,"PATEL, BHAVINI",O,1,DEM,87546.94,0,66967.71,0,0,20579.23,0,0,0,0,0,0,82042,PA,12,,,,,,5500,0,09/30/2022,6925,0
H2PA12070,"DOYLE, MICHAEL",O,2,REP,124249.6,11446.6,71091.44,0,0,53158.16,0,0,0,0,0,0,85053,PA,12,,,,,,24250,0,09/30/2022,6200,0
H0PA12207,"ELIZABETH, TERWILLIGER",O,3,LIB,18844.51,0,17629.11,0,3121.28,4336.68,0,0,0,0,0,0,18844.51,PA,12,,,,,,0,0,09/30/2022,0,0
H0PA13114,"ROWLEY, TODD",C,1,DEM,0,0,252.71,0,252.71,0,0,0,0,0,0,0,0,PA,13,,,,,,0,0,03/31/2021,0,0
H2PA13078,"MARGOLIES-MEZVINSKY, MARJORIE",O,1,DEM,0,0,0,0,0,0,0,0,0,0,0,251739.5,0,PA,13,,,,,,0,0,03/31/2021,0,0
H4PA13165,"ARKOOSH, VALERIE ANN",O,1,DEM,161.85,0,4583.93,0,4422.08,0,0,0,0,0,0,0,0,PA,13,,,,,,0,0,03/31/2021,0,0
H2PA13144,"MANNS, JEFFREY D",C,2,REP,2391.72,0,2391.72,0,0,0,2391.72,0,0,0,0,0,0,PA,13,,,,,,0,0,03/28/2022,0,0
H8PA13125,"JOYCE, JOHN",I,2,REP,1375206.15,355537.82,396921.65,0,718882.63,1697167.13,0,0,0,0,0,906423,309307,PA,13,,,,,,710161.33,200,09/30/2022,1700,0
H8PA18199,"RESCHENTHALER, GUY MR.",I,2,REP,1711877.96,55663.31,1841806.23,3000,687579.62,557651.35,0,0,0,0,0,0,1115185.98,PA,14,,,,,,539924.39,0,09/30/2022,10585,-700
H2PA15131,"MOLESEVICH, MIKE",C,1,DEM,31728.65,0,26036.05,0,0,5692.6,2900,0,0,0,0,0,10975,PA,15,,,,,,15853.65,2000,09/30/2022,0,0
H2PA15123,"RATHMELL, GEORGE",C,2,REP,16343,0,16343,0,0,0,0,7178,0,6457.59,0,0,9165,PA,15,,,,,,0,0,06/30/2022,0,0
H8PA05071,"THOMPSON, GLENN MR.",I,2,REP,2449126.95,122823.86,2121173.92,0,93176.62,421129.65,0,0,0,0,0,0,1221012.92,PA,15,,,,,,1102929.41,75,09/30/2022,30432.98,4500
H0PA16034,"GNIBUS, KRISTY",C,1,DEM,514.45,0,5265.52,0,4751.07,0,0,0,0,0,0,0,0,PA,16,,,,,,0,0,11/28/2021,0,0
H2PA16089,"TELESZ, RICHARD EDWARD",C,1,DEM,41534.39,0,39965.36,0,0,1569.03,0,1235.03,0,0,0,1235.03,11494,PA,16,,,,,,28805,0,09/30/2022,0,0
H2PA16097,"PASTORE, DANIEL",C,1,DEM,704665.11,0,543791.41,0,0,160873.7,1890.5,300000,0,0,0,300000,358206.55,PA,16,,,,,,38750,0,09/30/2022,495,0
H0PA03271,"KELLY, GEORGE J JR",I,2,REP,1205574.24,0,890630.11,0,958524.7,1273468.83,0,0,0,0,0,95000,476308.41,PA,16,,,,,,727800,0,09/30/2022,12844.74,11000
H2PA17095,"MURRAY, WILLIAM ROYSDON",O,1,DEM,1345.25,0,1345.25,0,0,-237.53,0,0,0,0,0,0,1345.25,PA,17,,,,,,0,0,05/01/2022,0,0
H2PA17103,"DELUZIO, CHRISTOPHER",O,1,DEM,2382633.42,166021,1834596.87,0,0,548036.55,3343.6,0,0,0,0,0,1901224.58,PA,17,,,,,,299177.08,1000,09/30/2022,10649.38,2500
H2PA17137,"MELOY, SEAN",O,1,DEM,321273.32,0,321273.32,0,0,0,9666.45,3500,0,3500,0,0,290305.9,PA,17,,,,,,17800,0,09/30/2022,3245,2000
H8PA18181,"LAMB, CONOR",I,1,DEM,6352929.36,17808.54,7134857.71,0,833819.13,51890.78,0,0,0,0,0,0,6066715.63,PA,17,,,,,,251101,4500,09/30/2022,1022005.16,42450
H0PA17099,"TIMKO, SCOTT RICHARD",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,6537.3,0,PA,17,,,,,,0,0,01/29/2021,0,0
H0PA17115,"PARNELL, RICHARD SEAN",C,2,REP,2141691.89,838.3,2301588.68,0,203374.72,43477.93,0,0,0,0,0,22474.29,2057357.64,PA,17,,,,,,17250,0,09/30/2022,147943.38,0
H2PA17111,"STAIBLE, TRICIA",O,2,REP,108711,0,108711,0,0,0,20000,0,0,0,0,0,88711,PA,17,,,,,,0,0,03/31/2022,79154.94,0
H2PA17145,"CAVARETTA, DEAN",O,2,REP,1,0,.04,0,0,.96,0,0,0,0,0,0,1,PA,17,,,,,,0,0,02/12/2022,0,0
H2PA17152,"KILLMEYER, JASON",O,2,REP,177329.75,0,177329.75,0,0,0,0,124452.26,0,0,0,129783.97,50844.77,PA,17,,,,,,0,0,09/30/2022,0,0
H2PA17160,"SHAFFER, JEREMY",O,2,REP,2152914.19,58966.27,1189866.24,768.65,0,963047.95,7858.12,1000000,0,0,0,1000000,804152.8,PA,17,,,,,,276830,5000,09/30/2022,3759.72,0
H2PA17178,"DEMARCO, SAMUEL III",O,2,REP,10630,0,10630,0,0,0,10630,0,0,0,0,0,0,PA,17,,,,,,0,0,03/28/2022,0,0
H2PA17186,"CODER, KATHY",C,2,REP,33668.61,0,33668.61,0,0,0,15200,0,0,0,0,0,18468.61,PA,17,,,,,,0,0,06/30/2022,760.61,0
H6PA17161,"GEISSINGER, GLENN A",C,2,REP,0,0,0,0,784,784,0,0,0,0,0,17752.94,0,PA,17,,,,,,0,0,09/30/2022,0,0
H2PA14092,"BROOKS, JANIS C DR",C,1,DEM,25,0,292,0,1869.53,1602.53,0,0,0,0,0,0,25,PA,18,,,,,,0,0,06/30/2021,0,0
H2PA18234,"WOODARD, JEFF",O,1,DEM,1010,0,800,0,0,160,0,0,0,0,0,26618,1010,PA,18,,,,,,0,0,04/27/2022,0,0
H4PA18131,"DOYLE, MICHAEL",I,1,DEM,187912.3,0,375843.76,0,265896.88,77965.42,0,0,0,0,0,0,15180,PA,18,,,,,,164500,0,09/30/2022,830,12000
H8PA18272,"BROOKS, JANIS C REV DR",,1,DEM,25,0,292,0,1869.53,1602.53,0,0,0,0,0,0,25,PA,18,,,,,,0,0,06/30/2021,0,0
H0PR00051,"HERNANDEZ-MAYORAL, JOSE A",C,1,DEM,0,0,0,0,143.26,143.26,0,0,0,0,0,758400.79,0,PR,00,,,,,,0,0,09/30/2022,0,0
H8PR00054,"ACEVEDO-VILA, ANIBAL",C,1,DEM,7921.02,0,7711.4,0,295.92,505.54,0,0,0,0,0,0,5324.18,PR,00,,,,,,2596.84,0,09/30/2021,0,0
H8PR00062,"PIERLUISI, PEDRO",I,1,DEM,0,0,0,0,10341.21,10341.21,0,0,0,0,0,82822.51,0,PR,00,,,,,,0,0,09/30/2022,0,0
H0PR01059,"HENRIQUEZ, ADA NORAH ESQ",C,3,OTH,58.11,0,58.11,0,0,0,58.11,0,0,0,0,58.11,0,PR,00,,,,,,0,0,01/31/2021,0,0
H4PR00095,"VIVONI, MIGUEL HERNANDEZ",O,3,OTH,0,0,0,0,-482.58,0,0,0,0,0,0,0,0,PR,00,,,,,,0,0,09/30/2022,0,0
H6PR00082,"GONZALEZ COLON, JENNIFFER",I,3,PNP,560343.93,0,407384.14,0,112331.86,265291.65,0,0,0,0,0,0,477443.93,PR,00,,,,,,70900,12000,09/30/2022,0,0
H0PR01026,"ALBORS, JUAN CARLOS",C,3,UN,0,0,0,0,0,0,0,0,0,0,0,0,0,PR,00,,,,,,0,0,06/30/2021,0,0
H0RI01073,"CICILLINE, DAVID N",I,1,DEM,1843886.47,112100.82,1215028.03,0,529048.14,1157906.58,0,0,0,0,0,0,1424848.36,RI,01,,,,,,302450,0,09/30/2022,1355.49,0
H0RI01081,"LYNCH, WILLIAM J",O,1,DEM,0,0,0,0,-1195.79,-1195.79,0,0,0,0,0,107500,0,RI,01,,,,,,0,0,09/30/2022,0,0
H2RI01202,"WATERS, ALLEN R",C,2,REP,36947.19,0,28888.33,0,7747.47,15806.33,0,0,0,1657,0,7514.78,36947.19,RI,01,,,,,,0,0,09/30/2022,0,0
H8RI01092,"WYSOCKI, FREDERICK",C,2,REP,2359.25,0,2680.25,0,321,0,1000,161.2,0,2327.12,0,8334.08,0,RI,01,,,,,,0,0,09/30/2022,0,0
H0RI02139,"LANGEVIN, JAMES R HONORABLE",I,1,DEM,431343.68,0,549187.09,0,711473.41,593630,0,0,0,0,0,0,204348.7,RI,02,,,,,,224225,0,09/30/2022,18673,9000
H0RI02295,"CONLEY, DYLAN",C,1,DEM,0,0,84,0,1297.43,1213.43,0,0,0,0,0,0,0,RI,02,,,,,,0,0,02/21/2022,0,0
H2RI02069,"DICKINSON, SPENCER E",C,1,DEM,12000,0,6687.5,0,12000,5312.5,0,12000,0,0,0,0,0,RI,02,,,,,,0,0,08/24/2022,0,0
H2RI02150,"PACHECO, EDWIN",O,1,DEM,64205,0,61363.27,0,0,2841.73,0,0,0,0,0,0,63205,RI,02,,,,,,1000,0,06/30/2022,36120,0
H2RI02176,"FOX, JOY",O,1,DEM,326225.4,0,326225.4,0,0,0,2900,0,0,0,0,0,323225.4,RI,02,,,,,,100,0,09/30/2022,7338,0
H2RI02184,"MAGAZINER, SETH",O,1,DEM,2935183.77,47141.14,2054393.54,0,0,880790.23,0,0,0,0,0,0,2523417.92,RI,02,,,,,,361500,0,09/30/2022,1325,0
H2RI02218,"BAH, OMAR",O,1,DEM,62828.14,0,57303.89,200,9624.06,15148.31,0,20000,0,0,0,0,42828.14,RI,02,,,,,,0,0,08/24/2022,0,0
H2RI02234,"SEGAL, DAVID",O,1,DEM,585011.44,0,580900.57,0,0,4110.87,0,0,65000,0,0,65000,504791.95,RI,02,,,,,,13619.49,0,09/30/2022,67648.35,0
H2RI02242,"MORGENTHAU, SARAH",O,1,DEM,992300.49,0,868841.82,0,0,123458.67,0,200000,0,0,0,200000,756781.01,RI,02,,,,,,35500,0,09/30/2022,6450,0
H0RI02287,"LANCIA, BOB",O,2,REP,156360.53,0,133336.38,0,7672.54,30696.69,0,81741.71,0,14300,0,94858.23,71768.82,RI,02,,,,,,2350,500,09/30/2022,3025,0
H2RI02168,"DE LA CRUZ, JESSICA",O,2,REP,73770,0,69693.23,0,0,4076.77,0,20000,0,20000,0,0,53770,RI,02,,,,,,0,0,09/30/2022,15800,0
H2RI02226,"FUNG, ALLAN",O,2,REP,1630740.85,102683.6,964855.05,27182.39,0,665885.8,0,50000,0,0,0,50000,1214957.25,RI,02,,,,,,263100,0,09/30/2022,12802.04,0
H2SC01101,"CINGOLANI, REBECCA NIESS",C,1,DEM,20919,0,13576.71,0,0,7342.29,0,0,0,0,0,0,20919,SC,01,,,,,,0,0,03/31/2022,0,0
H2SC01127,"ANDREWS, ANNIE DR.",C,1,DEM,1749933.5,0,977375.15,0,0,772558.35,5800,0,0,0,0,0,1724033.5,SC,01,,,,,,18900,0,09/30/2022,6684.09,0
H4SC01172,"COLBERT BUSCH, ELIZABETH",O,1,DEM,15.32,0,7810,0,91443.75,83649.07,0,0,0,0,0,0,0,SC,01,,,,,,0,0,09/30/2022,0,0
H8SC01116,"CUNNINGHAM, JOE",I,1,DEM,19402,0,25773.75,0,6371.75,0,0,0,0,0,0,0,3902,SC,01,,,,,,0,0,04/07/2021,-1570.18,0
H0SC01360,"COVERT, MICHAEL",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,20992.35,0,SC,01,,,,,,0,0,04/28/2021,0,0
H0SC01394,"MACE, NANCY",I,2,REP,5219508.2,841480.81,4481777.45,5000,59487.22,797217.97,0,0,0,0,0,100,3351595.87,SC,01,,,,,,1006054.07,300,09/30/2022,91057.63,8500
H0SC01402,"COX, CHRIS",C,2,REP,0,0,524.1,0,524.1,0,0,0,0,0,0,0,0,SC,01,,,,,,0,0,09/08/2021,0,0
H2SC01077,"PIPER-LOOMIS, LYNZ",C,2,REP,147974.17,0,144898.49,0,0,3075.68,100,0,0,0,0,1370,140679.17,SC,01,,,,,,1000,0,09/30/2022,4988.52,0
H2SC01085,"CENTURION, INGRID",C,2,REP,38793.24,0,47208.23,0,0,0,0,11000,0,9000,425,0,23793.24,SC,01,,,,,,0,0,05/25/2022,400,0
H2SC01119,"BLANDFORD, KEITH WARRICK",C,2,REP,0,0,0,0,0,0,0,0,0,0,0,800,0,SC,01,,,,,,0,0,03/31/2022,0,0
H2SC01150,"ARRINGTON, KATIE",C,2,REP,1011046.45,0,1011046.45,0,0,0,1321.3,525000,0,235981.24,0,0,484526.43,SC,01,,,,,,186.86,0,08/23/2022,55037.4,0
H4SC01073,"SANFORD, MARSHALL C. HON.",I,2,REP,26186.62,0,25760.7,0,1341792.25,1342218.17,0,0,0,0,0,0,0,SC,01,,,,,,0,0,09/30/2022,0,0
H6SC01151,"HORNE, JENNY A",C,2,REP,0,0,0,0,474.95,474.95,0,0,0,0,0,22941.03,0,SC,01,,,,,,0,0,12/31/2021,0,0
H2SC01135,"OTMAN, ALEJANDRO ARIEL MR",C,3,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,SC,01,,,,,,0,0,03/31/2022,0,0
H0SC02061,"BOROUGHS, ADAIR FORD",C,1,DEM,411.37,0,3273.73,0,2862.36,0,0,0,0,0,0,0,0,SC,02,,,,,,0,0,01/28/2021,0,0
H2SC02166,"KARR, GREGORY BLANE",C,1,DEM,14883.57,0,11519.45,0,0,3774.12,0,0,0,0,0,4950,14749.83,SC,02,,,,,,0,0,10/29/2021,110,0
H2SC02182,"LARKINS, JUDDSON",C,1,DEM,81609.22,0,77839.9,0,0,3769.32,244.5,13550.92,0,1950.92,0,15130,67793.8,SC,02,,,,,,20,0,09/30/2022,550,20
